# APOGEE_ID          RA         DEC        VHELIO_AVG 
  2M13262426-4727090 201.601117 -47.452522 249.79643  
  2M13262428-4737137 201.601203 -47.620487 255.77002  
  2M13262441-4728001 201.601746 -47.466721 223.19902  
  2M13262451-4709113 201.602158 -47.153149 210.24596  
  2M13262451-4709113 201.602158 -47.153149 210.1403   
  2M13262457-4659553 201.602384 -46.998695 -33.702698 
  2M13262457-4724499 201.602399 -47.413879 242.05753  
  2M13262457-4734103 201.602408 -47.569534 210.39435  
  2M13262459-4717142 201.602489 -47.287292 252.05838  
  2M13262462-4734456 201.602605 -47.579361 236.1363   
  2M13262474-4718023 201.603123 -47.30064  231.11838  
  2M13262484-4737549 201.603537 -47.631943 253.30377  
  2M13262496-4706076 201.604001 -47.102135 210.06627  
  2M13262496-4706076 201.604001 -47.102135 210.03505  
  2M13262500-4727064 201.604171 -47.451778 222.32195  
  2M13262505-4725555 201.604395 -47.432098 225.88464  
  2M13262511-4728501 201.604661 -47.480591 249.89478  
  2M13262532-4725369 201.60553  -47.426941 200.15428  
  2M13262546-4727029 201.606106 -47.450806 217.20056  
  2M13262547-4723596 201.606166 -47.399891 227.2658   
  2M13262549-4724291 201.606234 -47.408096 204.90388  
  2M13262552-4730282 201.60637  -47.50785  211.2109   
  2M13262556-4744532 201.60652  -47.74814  240.832    
  2M13262557-4728479 201.606576 -47.479973 227.35474  
  2M13262564-4726228 201.60685  -47.43968  249.62267  
  2M13262568-4732172 201.607037 -47.538136 211.16145  
  2M13262570-4734507 201.60712  -47.580757 221.47049  
  2M13262583-4722385 201.607627 -47.377377 236.5001   
  2M13262601-4721433 201.608387 -47.362041 228.45535  
  2M13262601-4730135 201.608394 -47.503765 231.10368  
  2M13262609-4718522 201.608748 -47.314522 233.59546  
  2M13262615-4724392 201.608979 -47.410889 216.37196  
  2M13262617-4739195 201.60907  -47.655437 233.30098  
  2M13262619-4727022 201.609133 -47.450638 244.50734  
  2M13262625-4736166 201.609395 -47.604626 261.52866  
  2M13262626-4724243 201.609425 -47.406773 205.00536  
  2M13262630-4741591 201.609611 -47.699757 225.45111  
  2M13262632-4725342 201.609684 -47.426182 219.46455  
  2M13262634-4744297 201.609757 -47.741596 217.09824  
  2M13262643-4736438 201.610139 -47.612179 241.1224   
  2M13262660-4721426 201.610839 -47.361843 209.23103  
  2M13262665-4725092 201.611046 -47.419231 228.72124  
  2M13262666-4735290 201.611087 -47.591389 223.3702   
  2M13262690-4735556 201.612094 -47.598804 229.33212  
  2M13262690-4735556 201.612094 -47.598804 229.44298  
  2M13262694-4732369 201.612254 -47.543598 236.57286  
  2M13262696-4811526 201.612347 -48.197945 -59.266895 
  2M13262697-4716460 201.612396 -47.279465 219.71243  
  2M13262698-4727041 201.61244  -47.45116  234.51917  
  2M13262712-4717014 201.613037 -47.283726 238.89934  
  2M13262719-4734156 201.61332  -47.571022 231.90189  
  2M13262726-4736090 201.613619 -47.602505 224.42192  
  2M13262740-4726066 201.614172 -47.435181 208.77264  
  2M13262747-4811219 201.614473 -48.189426 11.781007  
  2M13262747-4811219 201.614473 -48.189426 11.289758  
  2M13262753-4720496 201.614714 -47.347115 2.714285   
  2M13262765-4740421 201.61521  -47.678387 221.00955  
  2M13262806-4735251 201.616922 -47.590328 224.68382  
  2M13262808-4748590 201.617    -47.816391 247.87263  
  2M13262808-4725122 201.617037 -47.420082 230.3901   
  2M13262811-4719238 201.617131 -47.323288 246.30531  
  2M13262811-4733493 201.617159 -47.563709 234.88817  
  2M13262813-4729158 201.617223 -47.487747 245.21634  
  2M13262814-4723404 201.617288 -47.394577 238.39725  
  2M13262821-4736322 201.617546 -47.608967 240.08879  
  2M13262825-4800425 201.617718 -48.011833 -29.414251 
  2M13262834-4726103 201.618095 -47.436195 209.58557  
  2M13262838-4733414 201.618255 -47.561508 235.42694  
  2M13262845-4733184 201.618547 -47.55513  241.88637  
  2M13262848-4745508 201.618688 -47.764137 242.714    
  2M13262860-4716576 201.619204 -47.282688 222.28215  
  2M13262867-4723386 201.619474 -47.394081 223.5657   
  2M13262875-4732028 201.61982  -47.534119 236.73975  
  2M13262881-4725235 201.620046 -47.423206 219.31259  
  2M13262882-4715249 201.620098 -47.256935 226.53033  
  2M13262909-4735091 201.621213 -47.58588  245.04057  
  2M13262910-4724032 201.621256 -47.400913 269.8235   
  2M13262914-4727012 201.621455 -47.450336 231.98009  
  2M13262921-4731092 201.621709 -47.519249 236.60344  
  2M13262922-4724178 201.621787 -47.404949 250.72246  
  2M13262926-4724426 201.621936 -47.411854 218.70573  
  2M13262930-4731356 201.622104 -47.526558 225.57507  
  2M13262931-4719164 201.622127 -47.321247 231.2033   
  2M13262941-4722094 201.62255  -47.369301 210.07643  
  2M13262941-4713180 201.622565 -47.221684 243.98065  
  2M13262946-4716517 201.622761 -47.281055 227.0644   
  2M13262946-4755405 201.622788 -47.927929 15.670303  
  2M13262947-4720006 201.622825 -47.333504 239.36606  
  2M13262947-4720006 201.622825 -47.333504 239.31541  
  2M13262948-4736424 201.622868 -47.611794 232.36166  
  2M13262962-4737014 201.623424 -47.617062 228.25432  
  2M13262962-4723413 201.623436 -47.39481  246.76448  
  2M13262970-4728263 201.62377  -47.47398  203.48967  
  2M13262974-4725184 201.623956 -47.42178  227.61894  
  2M13262974-4725184 201.623956 -47.42178  227.5723   
  2M13262982-4730499 201.624287 -47.513882 221.43446  
  2M13262994-4735535 201.624784 -47.598209 229.65529  
  2M13263004-4750178 201.625174 -47.838299 232.5055   
  2M13263012-4726103 201.625506 -47.436211 242.14792  
  2M13263018-4724278 201.625789 -47.407726 240.75354  
  2M13263022-4723084 201.625921 -47.38567  213.90024  
  2M13263030-4724159 201.626253 -47.404442 206.84987  
  2M13263030-4803347 201.626255 -48.05965  -44.4099   
  2M13263032-4725378 201.62637  -47.427193 226.57185  
  2M13263034-4721014 201.62643  -47.350399 228.71948  
  2M13263040-4721332 201.626708 -47.359245 243.56221  
  2M13263040-4721332 201.626708 -47.359245 243.46306  
  2M13263049-4734278 201.62707  -47.574409 222.98973  
  2M13263053-4726021 201.627234 -47.433929 232.63673  
  2M13263070-4733074 201.62794  -47.55206  226.05913  
  2M13263081-4724520 201.628389 -47.414452 225.8274   
  2M13263083-4728021 201.62846  -47.46727  226.49426  
  2M13263084-4736597 201.628522 -47.6166   237.66113  
  2M13263102-4724052 201.629254 -47.401455 246.76033  
  2M13263121-4714258 201.630083 -47.240517 229.5934   
  2M13263127-4730269 201.630293 -47.507477 241.22969  
  2M13263135-4740475 201.630626 -47.679886 227.48405  
  2M13263137-4724190 201.630742 -47.405281 228.61131  
  2M13263144-4724319 201.631012 -47.408875 230.79633  
  2M13263146-4722515 201.631085 -47.380989 239.0313   
  2M13263163-4719220 201.631824 -47.322796 252.99583  
  2M13263171-4716595 201.632155 -47.283222 224.67316  
  2M13263171-4716595 201.632155 -47.283222 224.64272  
  2M13263176-4729243 201.632341 -47.490093 232.80135  
  2M13263182-4723249 201.63261  -47.39027  224.49396  
  2M13263189-4718496 201.632898 -47.313782 225.65508  
  2M13263190-4738210 201.63292  -47.639191 233.38681  
  2M13263191-4724278 201.632975 -47.407734 237.73846  
  2M13263201-4721288 201.633414 -47.358025 223.30511  
  2M13263204-4725596 201.633514 -47.433247 218.46112  
  2M13263210-4720118 201.633751 -47.336617 238.13348  
  2M13263212-4722485 201.633847 -47.380161 207.51596  
  2M13263213-4721438 201.633896 -47.362171 250.18729  
  2M13263214-4721107 201.633921 -47.352985 222.45236  
  2M13263219-4823127 201.634156 -48.386883 -4.2768908 
  2M13263225-4738419 201.634416 -47.644974 -63.201195 
  2M13263233-4737457 201.634714 -47.629379 238.73189  
  2M13263243-4735272 201.635151 -47.590893 237.02092  
  2M13263248-4836214 201.635349 -48.605946 19.666315  
  2M13263263-4725245 201.635999 -47.423492 225.30077  
  2M13263276-4717521 201.636521 -47.297817 236.10965  
  2M13263279-4723019 201.636627 -47.383877 234.88507  
  2M13263280-4715344 201.636707 -47.259567 211.11049  
  2M13263297-4713031 201.637405 -47.217529 240.37227  
  2M13263297-4713031 201.637405 -47.217529 240.08003  
  2M13263304-4731003 201.637708 -47.516758 212.77467  
  2M13263315-4735450 201.63813  -47.595844 242.32405  
  2M13263316-4737172 201.638191 -47.621471 245.06914  
  2M13263325-4730176 201.63858  -47.50489  208.0871   
  2M13263341-4722442 201.639247 -47.378963 234.01888  
  2M13263348-4725469 201.63951  -47.429718 243.45079  
  2M13263354-4724558 201.639783 -47.41552  216.56738  
  2M13263354-4724558 201.639783 -47.41552  216.82028  
  2M13263357-4739067 201.639875 -47.651863 248.96873  
  2M13263357-4727330 201.639887 -47.459175 198.51471  
  2M13263358-4743108 201.639924 -47.719673 240.76863  
  2M13263358-4741047 201.639956 -47.684658 235.10123  
  2M13263358-4741047 201.639956 -47.684658 234.97797  
  2M13263361-4721057 201.640065 -47.351601 228.87389  
  2M13263364-4735255 201.640184 -47.59042  233.78206  
  2M13263365-4711101 201.640209 -47.18615  230.75797  
  2M13263391-4655444 201.641295 -46.929012 -28.402134 
  2M13263394-4748452 201.641433 -47.812576 224.95605  
  2M13263396-4738336 201.641536 -47.642673 222.20872  
  2M13263397-4719545 201.641561 -47.331818 230.66917  
  2M13263407-4719003 201.641982 -47.316772 221.8414   
  2M13263410-4726212 201.642118 -47.439232 248.71603  
  2M13263411-4723589 201.642158 -47.3997   240.87218  
  2M13263438-4732201 201.643258 -47.538918 213.65535  
  2M13263439-4757070 201.643332 -47.951958 34.777206  
  2M13263439-4757070 201.643332 -47.951958 34.901814  
  2M13263443-4732013 201.643499 -47.53371  255.08704  
  2M13263444-4750174 201.643503 -47.838188 242.41698  
  2M13263452-4720054 201.643866 -47.33485  216.81715  
  2M13263459-4741002 201.644138 -47.683392 234.37749  
  2M13263477-4728305 201.644881 -47.475166 234.41933  
  2M13263483-4734110 201.645131 -47.569736 230.0073   
  2M13263488-4741178 201.645361 -47.688282 230.28185  
  2M13263498-4736261 201.645754 -47.607273 242.67421  
  2M13263499-4727049 201.64582  -47.45137  209.10716  
  2M13263500-4729251 201.64587  -47.49031  251.4194   
  2M13263525-4725459 201.6469   -47.42943  220.13687  
  2M13263540-4731484 201.647503 -47.530117 238.68335  
  2M13263560-4724177 201.648349 -47.404926 234.86131  
  2M13263564-4723312 201.648536 -47.392002 226.1902   
  2M13263574-4725243 201.648944 -47.423435 215.36116  
  2M13263584-4725412 201.64935  -47.42811  210.30695  
  2M13263603-4726542 201.650137 -47.448399 202.12535  
  2M13263611-4751437 201.650467 -47.862152 231.55963  
  2M13263628-4728229 201.65119  -47.47303  244.32608  
  2M13263643-4736261 201.651802 -47.607277 252.74634  
  2M13263654-4743588 201.652259 -47.733021 235.3231   
  2M13263662-4719329 201.652597 -47.325817 221.52368  
  2M13263664-4741357 201.652681 -47.693272 236.98473  
  2M13263667-4722124 201.652805 -47.370132 233.55048  
  2M13263672-4730227 201.65304  -47.50631  203.90143  
  2M13263715-4719005 201.654802 -47.316818 241.64937  
  2M13263724-4728311 201.655175 -47.475315 251.15352  
  2M13263725-4706485 201.655247 -47.11348  7.326235   
  2M13263725-4706485 201.655247 -47.11348  7.4548397  
  2M13263728-4717336 201.655363 -47.29269  228.9677   
  2M13263730-4714451 201.65542  -47.245876 236.38655  
  2M13263730-4714451 201.65542  -47.245876 236.30702  
  2M13263730-4733462 201.655422 -47.562847 223.1452   
  2M13263730-4725222 201.65544  -47.422836 225.578    
  2M13263730-4737272 201.655452 -47.624249 228.19975  
  2M13263735-4735046 201.655632 -47.584629 227.2731   
  2M13263745-4723287 201.656074 -47.391327 255.17973  
  2M13263748-4713268 201.656182 -47.224117 223.1289   
  2M13263750-4729344 201.656289 -47.492916 253.8573   
  2M13263768-4725388 201.657012 -47.427464 219.38223  
  2M13263783-4729487 201.657629 -47.49688  228.3796   
  2M13263788-4719002 201.657851 -47.316723 225.47906  
  2M13263794-4727235 201.65809  -47.45655  219.90948  
  2M13263798-4724434 201.658287 -47.412083 231.17824  
  2M13263801-4721560 201.658416 -47.365582 227.94498  
  2M13263817-4720583 201.659042 -47.349541 230.43852  
  2M13263818-4723085 201.659111 -47.385712 234.2849   
  2M13263825-4730594 201.65938  -47.51653  221.3961   
  2M13263828-4723425 201.659509 -47.395142 235.61833  
  2M13263828-4723425 201.659509 -47.395142 235.6264   
  2M13263830-4722441 201.659585 -47.378941 232.72116  
  2M13263862-4736491 201.66093  -47.613647 239.49362  
  2M13263868-4725462 201.66119  -47.429523 250.93726  
  2M13263877-4721153 201.661547 -47.354256 220.58977  
  2M13263877-4725173 201.661567 -47.421497 257.55356  
  2M13263890-4734123 201.66208  -47.57008  255.63582  
  2M13263891-4745014 201.66214  -47.750408 31.374313  
  2M13263891-4725346 201.662162 -47.426285 204.13445  
  2M13263894-4725298 201.662266 -47.424969 231.02505  
  2M13263894-4723263 201.662266 -47.39064  233.42296  
  2M13263895-4712163 201.662301 -47.20454  250.84393  
  2M13263895-4712163 201.662301 -47.20454  250.81802  
  2M13263895-4743584 201.662332 -47.732903 224.32083  
  2M13263924-4724385 201.663501 -47.410702 252.36371  
  2M13263925-4735179 201.663551 -47.588314 238.02083  
  2M13263926-4720347 201.663624 -47.342995 216.31618  
  2M13263929-4720555 201.663729 -47.348766 230.88947  
  2M13263952-4722350 201.664686 -47.376389 252.32649  
  2M13263965-4730199 201.66524  -47.50554  231.55699  
  2M13263967-4749521 201.66533  -47.831161 231.78159  
  2M13263972-4721231 201.665518 -47.356419 231.50558  
  2M13263981-4731069 201.665914 -47.518593 230.7575   
  2M13263998-4712595 201.666605 -47.216537 244.78058  
  2M13263999-4720237 201.666626 -47.339924 218.98466  
  2M13264005-4736094 201.666881 -47.602615 246.57806  
  2M13264018-4739139 201.667456 -47.65387  229.3368   
  2M13264023-4730009 201.667625 -47.500275 248.13943  
  2M13264024-4717197 201.667705 -47.288818 242.06422  
  2M13264041-4719065 201.668396 -47.318485 248.64297  
  2M13264044-4721120 201.66851  -47.353355 236.04135  
  2M13264047-4724128 201.668637 -47.403572 229.13034  
  2M13264067-4733077 201.669475 -47.552162 210.70032  
  2M13264077-4736435 201.669881 -47.612095 231.94846  
  2M13264081-4736468 201.670066 -47.613018 228.34283  
  2M13264086-4737317 201.670276 -47.625484 216.1055   
  2M13264093-4722571 201.670581 -47.382542 220.37888  
  2M13264099-4732497 201.670821 -47.547161 241.80812  
  2M13264100-4715383 201.670841 -47.260643 226.82547  
  2M13264112-4714262 201.671366 -47.240631 231.03925  
  2M13264114-4731441 201.671417 -47.528934 219.42525  
  2M13264117-4725108 201.671573 -47.419678 236.86058  
  2M13264119-4720442 201.671643 -47.345623 221.14355  
  2M13264126-4731593 201.67193  -47.533154 234.06786  
  2M13264135-4735290 201.67231  -47.59139  227.04942  
  2M13264150-4716216 201.672929 -47.272694 209.86905  
  2M13264159-4825536 201.673309 -48.431561 -1.0474485 
  2M13264192-4740471 201.674685 -47.679768 232.95096  
  2M13264192-4740471 201.674685 -47.679768 233.03496  
  2M13264233-4713191 201.676393 -47.221989 230.97307  
  2M13264234-4727312 201.676424 -47.458675 273.97202  
  2M13264237-4727404 201.67655  -47.46125  218.39215  
  2M13264239-4734101 201.676659 -47.569485 219.35866  
  2M13264253-4739054 201.677247 -47.651524 242.3788   
  2M13264253-4739054 201.677247 -47.651524 242.2689   
  2M13264262-4717107 201.677596 -47.286327 240.92827  
  2M13264262-4717107 201.677596 -47.286327 240.49048  
  2M13264263-4736386 201.677649 -47.610733 215.02702  
  2M13264263-4736386 201.677649 -47.610733 215.34657  
  2M13264266-4748030 201.677757 -47.800846 234.06776  
  2M13264269-4729195 201.677878 -47.48877  225.20143  
  2M13264270-4722319 201.677928 -47.375546 246.59988  
  2M13264297-4720358 201.679061 -47.343292 235.20354  
  2M13264309-4743347 201.679574 -47.726311 253.72363  
  2M13264311-4725001 201.679638 -47.416702 250.46959  
  2M13264322-4659004 201.680085 -46.983452 -35.156876 
  2M13264330-4721436 201.680445 -47.362122 237.22633  
  2M13264336-4727519 201.680674 -47.46442  215.73468  
  2M13264336-4732576 201.6807   -47.549358 241.63617  
  2M13264352-4723199 201.681363 -47.38887  228.63748  
  2M13264356-4744252 201.681508 -47.740345 236.55873  
  2M13264370-4718107 201.682093 -47.302998 223.36685  
  2M13264382-4727424 201.682614 -47.461784 222.2292   
  2M13264392-4740537 201.683031 -47.681602 232.2246   
  2M13264421-4733572 201.684216 -47.56591  253.54051  
  2M13264432-4729051 201.684692 -47.484776 222.54944  
  2M13264434-4705320 201.68475  -47.092228 -24.146772 
  2M13264434-4736459 201.684789 -47.612762 217.26062  
  2M13264441-4724439 201.685054 -47.412197 239.2505   
  2M13264450-4728563 201.68543  -47.48233  254.42773  
  2M13264453-4736325 201.685544 -47.609039 216.21957  
  2M13264457-4722472 201.685732 -47.379803 236.67366  
  2M13264470-4736163 201.686267 -47.604553 210.67993  
  2M13264474-4724195 201.686432 -47.405418 238.50859  
  2M13264480-4723339 201.686699 -47.39275  245.63385  
  2M13264489-4730520 201.687068 -47.514458 214.21196  
  2M13264503-4737031 201.687663 -47.617546 245.916    
  2M13264504-4747355 201.68768  -47.793217 247.20615  
  2M13264504-4721206 201.687681 -47.355728 250.23761  
  2M13264518-4738307 201.68826  -47.641888 230.66931  
  2M13264520-4744595 201.688366 -47.749886 213.51015  
  2M13264524-4729246 201.6885   -47.49019  233.02478  
  2M13264528-4730255 201.6887   -47.50709  245.29665  
  2M13264530-4727565 201.688767 -47.465717 251.96565  
  2M13264541-4726222 201.68923  -47.43953  232.74979  
  2M13264562-4739535 201.690087 -47.664879 232.35703  
  2M13264564-4722260 201.690185 -47.373894 226.17334  
  2M13264575-4726224 201.69063  -47.43958  230.04514  
  2M13264584-4725070 201.691037 -47.418633 213.77737  
  2M13264608-4738138 201.69203  -47.637169 216.59406  
  2M13264616-4714151 201.692357 -47.237553 223.32063  
  2M13264624-4736012 201.6927   -47.60035  234.05383  
  2M13264627-4720408 201.692797 -47.344692 228.65994  
  2M13264631-4747334 201.692973 -47.792637 245.72026  
  2M13264634-4719460 201.69309  -47.329468 1.6246344  
  2M13264634-4719460 201.69309  -47.329468 3.5267997  
  2M13264636-4729303 201.693174 -47.491764 270.03488  
  2M13264646-4737461 201.69361  -47.629498 224.64188  
  2M13264661-4740480 201.694225 -47.680004 246.32869  
  2M13264663-4718436 201.694302 -47.31213  233.69553  
  2M13264663-4723308 201.694303 -47.391911 227.09453  
  2M13264663-4728491 201.69432  -47.48032  209.31367  
  2M13264664-4711068 201.694365 -47.185246 219.68138  
  2M13264666-4724172 201.694435 -47.404804 208.11491  
  2M13264676-4724492 201.694844 -47.413677 228.91997  
  2M13264677-4720442 201.6949   -47.345615 224.44292  
  2M13264686-4730575 201.69528  -47.515976 240.28743  
  2M13264691-4724004 201.69547  -47.400124 234.67732  
  2M13264707-4712022 201.69616  -47.200619 -12.512226 
  2M13264707-4712022 201.69616  -47.200619 -12.499719 
  2M13264710-4751255 201.696276 -47.857109 228.30214  
  2M13264713-4740039 201.696389 -47.66777  246.77917  
  2M13264714-4720552 201.696449 -47.348667 214.64464  
  2M13264714-4708473 201.696457 -47.146496 -52.81228  
  2M13264717-4721158 201.696567 -47.354404 213.65907  
  2M13264723-4734121 201.696804 -47.570045 227.34161  
  2M13264724-4743462 201.696864 -47.729523 233.1236   
  2M13264736-4721262 201.697346 -47.357292 232.93974  
  2M13264741-4734452 201.697568 -47.579235 215.18233  
  2M13264744-4723491 201.697687 -47.396973 260.85855  
  2M13264755-4807131 201.698138 -48.120316 -14.241895 
  2M13264760-4724394 201.698337 -47.410957 235.69713  
  2M13264760-4733313 201.698338 -47.558716 224.58931  
  2M13264773-4737393 201.698887 -47.627594 230.94366  
  2M13264780-4732084 201.699181 -47.535683 223.26534  
  2M13264787-4737520 201.699475 -47.63113  240.42473  
  2M13264790-4723529 201.699603 -47.398048 238.69098  
  2M13264792-4721066 201.699667 -47.351856 233.69252  
  2M13264804-4734567 201.7002   -47.582443 237.27101  
  2M13264804-4731457 201.700202 -47.529388 218.54915  
  2M13264822-4732412 201.700957 -47.5448   232.80283  
  2M13264830-4742075 201.701257 -47.702095 227.30853  
  2M13264842-4735520 201.70179  -47.59779  227.23695  
  2M13264851-4809513 201.702153 -48.164253 -22.071348 
  2M13264860-4715191 201.702509 -47.255322 225.96721  
  2M13264865-4703597 201.702733 -47.066593 -33.542114 
  2M13264872-4742529 201.703026 -47.714722 229.71138  
  2M13264881-4746290 201.703406 -47.774746 239.87744  
  2M13264883-4724431 201.703494 -47.411987 248.75131  
  2M13264888-4718130 201.703688 -47.303627 230.7871   
  2M13264904-4723366 201.704368 -47.393524 224.62949  
  2M13264905-4723185 201.704409 -47.388489 223.01498  
  2M13264907-4732279 201.704496 -47.541092 252.5373   
  2M13264910-4717344 201.704606 -47.292912 231.63818  
  2M13264925-4729478 201.70521  -47.49661  212.21136  
  2M13264928-4733509 201.70536  -47.56414  229.23755  
  2M13264947-4736589 201.706149 -47.616379 229.70747  
  2M13264981-4747082 201.707573 -47.785622 244.08516  
  2M13264994-4736417 201.708102 -47.61161  234.59146  
  2M13265010-4730556 201.708766 -47.515457 235.62497  
  2M13265020-4721474 201.709172 -47.363182 222.9739   
  2M13265039-4727306 201.709972 -47.458511 251.07048  
  2M13265043-4815305 201.710128 -48.258476 23.422552  
  2M13265045-4713167 201.710246 -47.221313 ""         
  2M13265049-4727218 201.710391 -47.456074 254.06384  
  2M13265052-4737506 201.71053  -47.630737 244.71097  
  2M13265063-4716484 201.710966 -47.280121 221.62303  
  2M13265064-4738211 201.711026 -47.639214 215.53633  
  2M13265070-4721066 201.711266 -47.351852 246.25313  
  2M13265071-4737010 201.711296 -47.616962 227.88094  
  2M13265072-4718044 201.71134  -47.301243 235.01549  
  2M13265072-4718044 201.71134  -47.30124  234.81223  
  2M13265076-4733038 201.711533 -47.551067 229.09909  
  2M13265077-4727340 201.71158  -47.45946  205.71596  
  2M13265095-4738124 201.712299 -47.636803 220.54637  
  2M13265113-4725336 201.71305  -47.42601  215.0751   
  2M13265123-4735082 201.71346  -47.585632 243.39015  
  2M13265132-4731190 201.713835 -47.521954 249.53967  
  2M13265154-4719543 201.714785 -47.331768 239.69904  
  2M13265154-4719543 201.714785 -47.331768 239.4704   
  2M13265154-4721200 201.714789 -47.355572 221.52583  
  2M13265157-4723559 201.714906 -47.398869 223.68498  
  2M13265160-4728036 201.715019 -47.46769  251.1155   
  2M13265179-4740189 201.715822 -47.671921 234.2285   
  2M13265179-4740189 201.715822 -47.671921 242.2263   
  2M13265181-4736480 201.71589  -47.613361 247.58328  
  2M13265186-4722495 201.716085 -47.380444 254.92825  
  2M13265189-4723468 201.71621  -47.396355 229.34973  
  2M13265221-4723267 201.717551 -47.390766 246.96826  
  2M13265258-4726427 201.719106 -47.445206 211.0511   
  2M13265263-4728092 201.71931  -47.46922  229.31535  
  2M13265265-4722311 201.71939  -47.375309 216.08142  
  2M13265270-4721494 201.719592 -47.363739 234.37994  
  2M13265278-4744205 201.719934 -47.739048 247.30031  
  2M13265290-4726580 201.720447 -47.449455 213.71243  
  2M13265292-4723315 201.720506 -47.392105 251.80443  
  2M13265300-4713541 201.720854 -47.23172  218.87862  
  2M13265305-4718320 201.721074 -47.308899 233.68811  
  2M13265319-4727004 201.721631 -47.450138 241.8328   
  2M13265327-4724098 201.721978 -47.402737 235.51544  
  2M13265327-4724370 201.721996 -47.410301 211.90514  
  2M13265335-4736349 201.722321 -47.609699 232.19432  
  2M13265338-4728407 201.72244  -47.47798  245.47672  
  2M13265339-4737301 201.72247  -47.625034 237.365    
  2M13265344-4729204 201.72267  -47.48902  220.38232  
  2M13265344-4721143 201.722702 -47.353989 236.32248  
  2M13265348-4732216 201.72284  -47.539337 227.52237  
  2M13265353-4731582 201.723044 -47.532852 223.35558  
  2M13265355-4739421 201.723141 -47.661701 215.80244  
  2M13265360-4724329 201.723342 -47.409153 223.0304   
  2M13265360-4724329 201.723342 -47.409153 222.80696  
  2M13265370-4723401 201.72376  -47.394482 237.702    
  2M13265386-4737452 201.724433 -47.629234 253.6621   
  2M13265388-4729373 201.72452  -47.493698 232.12038  
  2M13265398-4723065 201.724943 -47.385166 248.63391  
  2M13265403-4736280 201.725163 -47.607803 -17.417444 
  2M13265404-4817539 201.725178 -48.298313 56.49269   
  2M13265413-4738413 201.725576 -47.644825 ""         
  2M13265413-4738413 201.725576 -47.644825 229.26297  
  2M13265431-4725453 201.7263   -47.42926  235.92053  
  2M13265434-4746051 201.726422 -47.768089 239.87682  
  2M13265454-4720234 201.727272 -47.339848 239.75136  
  2M13265454-4720234 201.727272 -47.339848 240.3263   
  2M13265490-4721051 201.728765 -47.35144  222.68228  
  2M13265493-4724222 201.728896 -47.406193 251.55424  
  2M13265493-4740517 201.728898 -47.681053 242.35558  
  2M13265505-4722271 201.729408 -47.374214 220.68681  
  2M13265507-4714490 201.729475 -47.246956 234.96727  
  2M13265515-4722403 201.729822 -47.377872 237.051    
  2M13265519-4724061 201.729964 -47.401714 230.45615  
  2M13265525-4721367 201.730216 -47.360195 209.22035  
  2M13265528-4731438 201.730348 -47.528847 217.29921  
  2M13265529-4724345 201.730382 -47.409607 234.25992  
  2M13265550-4719304 201.731287 -47.325119 238.35693  
  2M13265554-4723219 201.731452 -47.389427 219.89235  
  2M13265559-4735056 201.731658 -47.584896 227.12196  
  2M13265569-4723404 201.732053 -47.394569 223.76843  
  2M13265576-4722593 201.732372 -47.383144 247.21523  
  2M13265581-4718422 201.732547 -47.311741 234.39006  
  2M13265581-4722018 201.732553 -47.367191 218.58348  
  2M13265588-4746359 201.73284  -47.776649 236.79613  
  2M13265588-4735187 201.732858 -47.588547 248.03644  
  2M13265591-4729044 201.732996 -47.484558 252.27943  
  2M13265592-4722213 201.733007 -47.372601 228.78394  
  2M13265592-4741119 201.733027 -47.686665 239.48427  
  2M13265635-4721008 201.734824 -47.350239 225.13393  
  2M13265645-4740349 201.735241 -47.676365 237.90114  
  2M13265647-4728138 201.7353   -47.47052  236.46492  
  2M13265648-4736423 201.735334 -47.611759 223.82895  
  2M13265662-4730402 201.735939 -47.511192 243.38783  
  2M13265667-4729522 201.73614  -47.49785  251.43684  
  2M13265672-4745394 201.736357 -47.76096  227.72519  
  2M13265674-4720527 201.736452 -47.347973 229.8619   
  2M13265679-4738515 201.736656 -47.64764  234.67664  
  2M13265684-4724220 201.736853 -47.406113 232.19553  
  2M13265688-4722254 201.737023 -47.373737 234.97504  
  2M13265711-4727091 201.73798  -47.45255  241.6021   
  2M13265716-4722069 201.738181 -47.368607 224.53783  
  2M13265729-4737384 201.738714 -47.627342 239.21092  
  2M13265731-4745569 201.738794 -47.765808 238.66779  
  2M13265742-4801029 201.739272 -48.017494 -30.120977 
  2M13265758-4734334 201.73994  -47.57596  258.71838  
  2M13265758-4715054 201.739949 -47.251503 230.17796  
  2M13265767-4737258 201.740303 -47.623856 239.32042  
  2M13265770-4716498 201.740422 -47.280514 229.46516  
  2M13265773-4736507 201.74056  -47.614109 251.08235  
  2M13265785-4809102 201.741069 -48.152855 2.0339458  
  2M13265785-4809102 201.741069 -48.152855 2.125255   
  2M13265785-4717183 201.741078 -47.288437 236.03574  
  2M13265787-4709144 201.741151 -47.154003 240.35352  
  2M13265791-4728562 201.74132  -47.4823   258.57895  
  2M13265793-4733553 201.741414 -47.565365 255.0573   
  2M13265800-4730387 201.74167  -47.51076  212.07735  
  2M13265819-4723155 201.742467 -47.387657 235.96338  
  2M13265824-4719054 201.742679 -47.318172 224.6896   
  2M13265830-4724520 201.742953 -47.414452 256.00778  
  2M13265831-4730108 201.74299  -47.50301  243.25609  
  2M13265839-4732143 201.743309 -47.537331 257.98846  
